PaperId	RecommendedPaperId	Method	StudyScore	StudyRankByMethod	StudyRankGlobal	CooccurrenceCnt	Similarity	EmbSimilarity	TfIdfSimilarity	ComputedRankByMethod	ComputedRankGlobal
1964750332	2115855524	Content	1	7	14	0	0.664392948	0.8453342	0.242196813	8	
1964750332	2146940840	Content				0	0.6593034	0.861583769	0.187316015	10	
1964750332	2151265172	Content				0	0.6704361	0.846733034	0.259076476	5	
1965220519	2047397680	Content				0	0.668596268	0.8347139	0.280988544	4	4
1965220519	2058446254	Content				0	0.7645824	0.8382258	0.592747748	2	2
1965220519	2056423435	Content				0	0.799168169	0.8531732	0.6731564	1	1
1965220519	974500920	Content									
1965220519	2024132044	Content				0	0.6533074	0.807447135	0.293647975	7	7
1965220519	176102888	Content				0	0.6583646	0.830905557	0.255769074	5	5
1965220519	1993624695	Content				0	0.686739445	0.842630744	0.322993129	3	3
1965220519	2060871122	Content				0	0.6571546	0.8048187	0.3126052	6	6
1965220519	2403595679	Content									
1965220519	2491129098	Content				0	0.6409597	0.8138187	0.237622067	10	10
1978995601	2010876595	Behavior	5	1	1	3	0.6550128	0	0	9	
1978995601	2037838910	Behavior	5	1	1	5	0.75	0	0	2	9
1978995601	2023401067	Behavior	5	1	1	5	0.75	0	0	1	8
1978995601	2055683109	Behavior	4	4	7	4	0.7006562	0	0	5	
1978995601	2013670252	Behavior	4	4	7	4	0.7006562	0	0	3	
1978995601	2017381253	Behavior	4	4	7	3	0.6550128	0	0	10	
1978995601	2003388403	Behavior	4	4	7	3	0.6550128	0	0	8	
1978995601	2021124914	Behavior	4	4	7	4	0.7006562	0	0	4	
1978995601	2089172122	Behavior	4	4	7	4	0.7006562	0	0	6	
1978995601	1974978459	Behavior	4	4	7	3	0.6550128	0	0	7	
1978995601	1966523051	Content	5	1	1	0	0.7578642	0.91504544	0.391107917	5	5
1978995601	1663609725	Content	5	1	1	0	0.7501462	0.896356046	0.408989847	7	7
1978995601	2032246914	Content	5	1	1	0	0.774373055	0.914262235	0.447965	2	2
1978995601	2008997382	Content	4	4	7	0	0.7660824	0.904314756	0.443540275	3	3
1978995601	2081068796	Content	4	4	7	0	0.748122036	0.932705939	0.3174262	9	
1978995601	2145842665	Content	4	4	7	0	0.7647727	0.903648734	0.4407287	4	4
1978995601	2091021696	Content	4	4	7	0	0.7514275	0.9143438	0.3712894	6	6
1978995601	2153371200	Content	4	4	7	0	0.7457193	0.901623666	0.38194257	10	
1978995601	2800540685	Content	3	9	19	0	0.7494658	0.9095786	0.375869274	8	10
1978995601	2011910787	Content	3	9	19	0	0.804993	0.939168453	0.4919168	1	1
1980568117	1435010830	Behavior	3	1	1	6	0.7993438	0	0	6	6
1980568117	1608999459	Behavior	3	1	1	6	0.7993438	0	0	3	3
1980568117	2144127235	Behavior	3	1	1	6	0.7993438	0	0	7	7
1980568117	2147118406	Behavior	3	1	1	9	0.9160092	0	0	1	1
1980568117	2054820097	Behavior	3	1	1	7	0.8449872	0	0	2	2
1980568117	2142972529	Behavior	3	1	1	5	0.75	0	0	10	10
1980568117	2149804187	Behavior	2	7	9	6	0.7993438	0	0	8	8
1980568117	2010365467	Behavior	2	7	9	6	0.7993438	0	0	5	5
1980568117	2126822952	Behavior	2	7	9	5	0.75	0	0	9	9
1980568117	1633306738	Behavior	2	7	9	6	0.7993438	0	0	4	4
1980568117	2222758232	Content	3	1	1	0	0.7267214	0.950205564	0.205258325	9	
1980568117	2163177304	Content	3	1	1						
1980568117	2057386681	Content	2	3	9	0	0.726201653	0.9193901	0.2754286	10	
1980568117	2613637683	Content	2	3	9	0	0.7318365	0.9159885	0.3021485	3	
1980568117	2604403546	Content	2	3	9	0	0.7440964	0.931796253	0.306130141	1	
1980568117	2738390198	Content	2	3	9	0	0.7314794	0.910836458	0.312979668	5	
1980568117	2480204441	Content	1	7	17	0	0.729194641	0.9172024	0.29050976	6	
1980568117	1898158672	Content	1	7	17	0	0.7347512	0.926287949	0.2878321	2	
1980568117	2426864222	Content	1	7	17	0	0.7314881	0.9093617	0.316449761	4	
1980568117	2402012364	Content	1	7	17	0	0.7284189	0.909294844	0.306375057	7	
1984662094	2075743842	Behavior				5	0.75	0	0	4	
1984662094	2067481044	Behavior				6	0.7993438	0	0	1	2
1984662094	2124555616	Behavior				4	0.7006562	0	0	6	
1984662094	2112143630	Behavior				4	0.7006562	0	0	5	
1984662094	1983750266	Behavior				5	0.75	0	0	2	
1984662094	2067771137	Behavior				4	0.7006562	0	0	8	
1984662094	2135113627	Behavior				5	0.75	0	0	3	
1984662094	2124945326	Behavior				4	0.7006562	0	0	7	
1984662094	2069442545	Behavior				4	0.7006562	0	0	9	
1984662094	2166137628	Behavior				4	0.7006562	0	0	10	
1984662094	2793175118	Content				0	0.769719541	0.905042231	0.4539666	6	7
1984662094	2735852510	Content				0	0.763257265	0.9346885	0.36325112	8	9
1984662094	2754780057	Content				0	0.774522245	0.901867151	0.47738412	5	6
1984662094	2220340601	Content				0	0.7642717	0.8968931	0.4548218	7	8
1984662094	2754222522	Content				0	0.780179858	0.9276609	0.436057419	3	4
1984662094	2546996569	Content				0	0.762689948	0.89895165	0.444746047	9	10
1984662094	2187669570	Content				0	0.76181215	0.900301	0.4386716	10	
1984662094	2340171448	Content				0	0.784429252	0.932740033	0.438370764	2	3
1984662094	2729330554	Content				0	0.777239859	0.930603147	0.4193921	4	5
1984662094	2805264342	Content				0	0.800190747	0.904525042	0.556744039	1	1
1985589965	15874236	Behavior	5	1	1	2	0.6157376	0	0	9	
1985589965	2009622370	Behavior	5	1	1	5	0.75	0	0	1	
1985589965	2151020007	Behavior	5	1	1	3	0.6550128	0	0	6	
1985589965	2135582271	Behavior	5	1	1	5	0.75	0	0	2	
1985589965	2092102478	Behavior	5	1	1	3	0.6550128	0	0	7	
1985589965	2099176166	Behavior	4	6	14	2	0.6157376	0	0	10	
1985589965	2139008940	Behavior	4	6	14	3	0.6550128	0	0	4	
1985589965	1479974611	Behavior	4	6	14	2	0.6157376	0	0	8	
1985589965	2145155465	Behavior	3	9	17	3	0.6550128	0	0	5	
1985589965	2790783572	Behavior	2	10	20	3	0.6550128	0	0	3	
1985589965	2184113388	Content	5	1	1	0	0.7767345	0.9160826	0.4515888	8	8
1985589965	2010124296	Content	5	1	1	0	0.767484546	0.8988991	0.460850716	9	9
1985589965	2463821968	Content	5	1	1	0	0.8023518	0.8954645	0.58508873	3	3
1985589965	2073598408	Content	5	1	1	0	0.7836897	0.9439832	0.409671426	6	6
1985589965	2094152371	Content	5	1	1	0	0.766320765	0.899259031	0.456131548	10	10
1985589965	2399107775	Content	5	1	1	0	0.7804954	0.898680151	0.50473094	7	7
1985589965	1530043701	Content	5	1	1	0	0.8812435	0.9699749	0.674203634	1	1
1985589965	2106901797	Content	5	1	1	0	0.7934241	0.916640162	0.50592	4	4
1985589965	2742913185	Content	3	9	17	0	0.804419041	0.8971192	0.5881186	2	2
1985589965	2218170833	Content	3	9	17	0	0.786229432	0.909362853	0.498918027	5	5
1987346848	2090949033	Behavior				8	0.8842624	0	0	4	4
1987346848	2111294225	Behavior				7	0.8449872	0	0	5	5
1987346848	2111644757	Behavior				6	0.7993438	0	0	9	9
1987346848	1577936768	Behavior				7	0.8449872	0	0	7	7
1987346848	1226869406	Behavior				9	0.9160092	0	0	2	2
1987346848	1985324117	Behavior				6	0.7993438	0	0	8	8
1987346848	2153360297	Behavior				8	0.8842624	0	0	3	3
1987346848	2020725915	Behavior				11	0.958413661	0	0	1	1
1987346848	1507339886	Behavior				7	0.8449872	0	0	6	6
1987346848	116496636	Behavior				6	0.7993438	0	0	10	10
1987346848	1547631267	Content				0	0.686487	0.8843291	0.224855617	9	
1987346848	2400020748	Content				0	0.687693536	0.885177135	0.226898551	7	
1987346848	1566595954	Content				0	0.6966517	0.881000161	0.2665053	2	
1987346848	1481282036	Content				0	0.7185842	0.8978282	0.300348	1	
1987346848	906561755	Content				0	0.6890779	0.8938691	0.211231783	4	
1987346848	1010332568	Content				0	0.689029	0.87395	0.257546544	5	
1987346848	1523428834	Content				0	0.6885008	0.893235862	0.210785657	6	
1987346848	1945715062	Content				0	0.691809058	0.895740151	0.215969816	3	
1987346848	2130666362	Content				0	0.6847305	0.9025866	0.176399738	10	
1987346848	956476207	Content				0	0.6866261	0.878259361	0.239481732	8	
1991497121	1876525288	Behavior	4	1	2	6	0.7993438	0	0	10	10
1991497121	2001916146	Behavior	4	1	2	7	0.8449872	0	0	4	4
1991497121	2086724086	Behavior	4	1	2	8	0.8842624	0	0	3	3
1991497121	2067164783	Behavior	4	1	2	7	0.8449872	0	0	5	5
1991497121	1965948161	Behavior	4	1	2	6	0.7993438	0	0	6	6
1991497121	770084013	Behavior	4	1	2	8	0.8842624	0	0	2	2
1991497121	2084294183	Behavior	4	1	2	9	0.9160092	0	0	1	1
1991497121	2049020435	Behavior	4	1	2	6	0.7993438	0	0	9	9
1991497121	2006742849	Behavior	4	1	2	6	0.7993438	0	0	7	7
1991497121	2512896814	Behavior	1	10	12	6	0.7993438	0	0	8	8
1991497121	2074819969	Content	5	1	1	0	0.646770358	0.8396492	0.196719646	2	
1991497121	1515469454	Content	3	2	11	0	0.724615	0.8733644	0.377532959	1	
1991497121	1589700598	Content	1	3	12	0	0.624871969	0.8433197	0.115160532	6	
1991497121	1638763998	Content	1	3	12	0	0.6219793	0.856268466	0.07530462	8	
1991497121	2098169706	Content	1	3	12	0	0.623165667	0.8332822	0.132893845	7	
1991497121	2081842540	Content	1	3	12	0	0.6264575	0.8346723	0.140623033	5	
1991497121	2164075633	Content	1	3	12						
1991497121	1999947907	Content	1	3	12	0	0.630776465	0.86226505	0.0906364545	4	
1991497121	122151266	Content	1	3	12	0	0.6402856	0.8406323	0.172809973	3	
1991497121	2333728134	Content	1	3	12	0	0.6195425	0.8411441	0.102471992	9	
1993317161	2090075367	Behavior	4	1	1	8	0.8842624	0	0	3	3
1993317161	2088486634	Behavior	4	1	1	7	0.8449872	0	0	5	5
1993317161	2079927753	Behavior	4	1	1	15	0.9910069	0	0	1	1
1993317161	2008047653	Behavior	3	4	5	5	0.75	0	0	10	10
1993317161	2033151532	Behavior	3	4	5	6	0.7993438	0	0	6	6
1993317161	2157752701	Behavior	3	4	5	6	0.7993438	0	0	8	8
1993317161	2155496693	Behavior	2	7	12	6	0.7993438	0	0	7	7
1993317161	2116868464	Behavior	2	7	12	5	0.75	0	0	9	9
1993317161	2127684760	Behavior	2	7	12	7	0.8449872	0	0	4	4
1993317161	2161633633	Behavior	2	7	12	8	0.8842624	0	0	2	2
1993317161	2115718427	Content	4	1	1	0	0.7171698	0.8887473	0.31682235	1	
1993317161	2074622156	Content	3	2	5	0	0.6963632	0.901806533	0.216995537	8	
1993317161	2759790573	Content	3	2	5	0	0.696371853	0.9039542	0.212013081	7	
1993317161	2109231592	Content	3	2	5	0	0.7157823	0.881160557	0.329899549	2	
1993317161	2339302	Content	3	2	5	0	0.711104631	0.8658863	0.3499475	4	
1993317161	2018171009	Content	2	6	12	0	0.712655962	0.898701549	0.278549552	3	
1993317161	2167743729	Content	2	6	12	0	0.696581841	0.897035241	0.2288573	6	
1993317161	2029841126	Content	2	6	12	0	0.6939334	0.9013895	0.209869251	10	
1993317161	1981117324	Content	2	6	12	0	0.695613742	0.877583146	0.271018535	9	
1993317161	2178675490	Content	2	6	12	0	0.698384345	0.889425159	0.2526224	5	
1997506570	2166389164	Behavior	5	1	1	11	0.958413661	0	0	8	8
1997506570	1866901121	Behavior	5	1	1	14	0.9867015	0	0	5	5
1997506570	2100970777	Behavior	5	1	1	18	0.9972569	0	0	4	4
1997506570	1967597999	Behavior	4	5	6	9	0.9160092	0	0	9	9
1997506570	2150581873	Behavior	4	5	6	20	0.9987637	0	0	2	2
1997506570	2171616752	Behavior	4	5	6	12	0.9713379	0	0	6	6
1997506570	1970460090	Behavior	4	5	6	9	0.9160092	0	0	10	10
1997506570	1515932031	Behavior	3	9	12	24	0.9997499	0	0	1	1
1997506570	2179799090	Behavior	3	9	12	11	0.958413661	0	0	7	7
1997506570	2132707431	Both	5	1	1	19	0.998157859	0	0	3	3
1997506570	217336613	Content	4	2	6	0	0.8244782	0.9350475	0.566483259	2	
1997506570	2023744517	Content	4	2	6	0	0.7950432	0.914432645	0.5164677	4	
1997506570	2112845671	Content	3	4	12	0	0.7897149	0.9126122	0.5029545	5	
1997506570	2167683536	Content	3	4	12	0	0.820712566	0.938814163	0.5451422	3	
1997506570	2439850722	Content	2	6	16	0	0.754804254	0.9238394	0.360389	8	
1997506570	1568306961	Content	1	7	17	0	0.7382127	0.9418595	0.263036966	10	
1997506570	1506612153	Content	1	7	17	0	0.7597729	0.9279485	0.3673633	7	
1997506570	41143181	Content	1	7	17	0	0.744108558	0.9106688	0.3554681	9	
1997506570	2795827942	Content				0	0.768013954	0.9052396	0.4478208	6	
1998828732	1633545463	Behavior	5	1	1	5	0.75	0	0	1	2
1998828732	2139430599	Behavior	4	2	2	4	0.7006562	0	0	4	
1998828732	1575008295	Behavior	4	2	2	3	0.6550128	0	0	7	
1998828732	2400355634	Behavior	4	2	2	3	0.6550128	0	0	6	
1998828732	2153964382	Behavior	4	2	2	3	0.6550128	0	0	8	
1998828732	2081757705	Behavior	4	2	2	5	0.75	0	0	2	3
1998828732	2495772533	Behavior	3	7	8	4	0.7006562	0	0	3	
1998828732	1964973627	Behavior	3	7	8	2	0.6157376	0	0	9	
1998828732	2104971503	Behavior	3	7	8	3	0.6550128	0	0	5	
1998828732	2098884586	Behavior	3	7	8	2	0.6157376	0	0	10	
1998828732	2017493030	Content	4	1	2	0	0.7145087	0.9011322	0.279053926	9	
1998828732	2761423123	Content	3	2	8	0	0.7609424	0.910012364	0.413112581	1	1
1998828732	1994514428	Content	2	3	13	0	0.715562344	0.9068816	0.269150764	8	10
1998828732	24821994	Content	2	3	13						
1998828732	2139601508	Content	2	3	13	0	0.7299181	0.9077734	0.314922571	4	6
1998828732	2103380617	Content	2	3	13	0	0.7253111	0.9237483	0.262290865	6	8
1998828732	2122434855	Content	2	3	13	0	0.734068334	0.919624269	0.301104546	2	4
1998828732	2108690834	Content	2	3	13	0	0.7327684	0.9137105	0.31057018	3	5
1998828732	1993068529	Content	2	3	13	0	0.7222918	0.906336	0.292855322	7	9
1998828732	2130882413	Content	1	10	20	0	0.7126347	0.9105397	0.250856429	10	
2007265362	2139470221	Behavior	2	1	11	2	0.6157376	0	0	2	
2007265362	2103099554	Behavior	1	2	12	2	0.6157376	0	0	1	
2007265362	2528573521	Content	5	1	1	0	0.7841369	0.9304987	0.4426259	3	3
2007265362	2059751068	Content	5	1	1	0	0.770255	0.9176434	0.426348746	8	8
2007265362	2808907836	Content	5	1	1	0	0.7790615	0.913523	0.465318024	4	4
2007265362	2150036995	Content	4	4	4	0	0.8100085	0.909234	0.578482449	1	1
2007265362	2610761141	Content	4	4	4	0	0.7719519	0.9159622	0.435927868	7	7
2007265362	2242752789	Content	4	4	4	0	0.768581152	0.9264428	0.4002373	10	10
2007265362	2088242925	Content	4	4	4	0	0.773988545	0.909787953	0.45712328	6	6
2007265362	1604729319	Content	4	4	4	0	0.793091834	0.9151038	0.5083972	2	2
2007265362	2039072549	Content	4	4	4	0	0.7694604	0.9160983	0.427305341	9	9
2007265362	2615205498	Content	3	10	10	0	0.776696742	0.9177363	0.4476044	5	5
2015751365	2075377955	Behavior	4	1	1	3	0.6550128	0	0	8	
2015751365	2035398803	Behavior	4	1	1	3	0.6550128	0	0	6	
2015751365	2065160322	Behavior	4	1	1	3	0.6550128	0	0	7	
2015751365	117624858	Behavior	4	1	1	3	0.6550128	0	0	9	
2015751365	1978415596	Behavior	3	5	6	5	0.75	0	0	1	3
2015751365	2068656912	Behavior	3	5	6	5	0.75	0	0	2	4
2015751365	1998199140	Behavior	3	5	6	3	0.6550128	0	0	4	
2015751365	2096791171	Behavior	3	5	6	2	0.6157376	0	0	10	
2015751365	2008174835	Behavior	3	5	6	3	0.6550128	0	0	5	
2015751365	2103084647	Behavior	2	10	18	3	0.6550128	0	0	3	
2015751365	2003849685	Content	4	1	1	0	0.7634874	0.9300715	0.374791265	2	2
2015751365	2122117952	Content	3	2	6	0	0.7320054	0.9169004	0.30058378	10	
2015751365	1968151531	Content	3	2	6	0	0.7483266	0.919447839	0.349043727	3	5
2015751365	2088815753	Content	3	2	6	0	0.745503247	0.9149563	0.350112766	4	6
2015751365	2056427540	Content	3	2	6	0	0.7400069	0.931145847	0.294016	6	8
2015751365	2033270688	Content	3	2	6	0	0.7345815	0.927620947	0.284155935	9	
2015751365	2274746218	Content	3	2	6	0	0.7390502	0.9212291	0.3139661	7	9
2015751365	2152901286	Content	3	2	6	0	0.7346501	0.9126758	0.3192567	8	10
2015751365	2021507471	Content	2	9	18	0	0.744308531	0.9123056	0.352315366	5	7
2015751365	2741599079	Content	1	10	20	0	0.8862469	0.9213545	0.8043293	1	1
2020551239	2030371206	Behavior				3	0.6550128	0	0	1	1
2020551239	2140205964	Behavior				2	0.6157376	0	0	2	2
2020551239	2042656399	Behavior				2	0.6157376	0	0	3	3
2020551239	2095550761	Behavior				2	0.6157376	0	0	5	5
2020551239	2295685962	Behavior				2	0.6157376	0	0	4	4
2025255899	2148534872	Behavior	5	1	1	22	0.9994437	0	0	5	5
2025255899	2057012389	Behavior	5	1	1	26	0.9998876	0	0	3	3
2025255899	90353859	Behavior	5	1	1	18	0.9972569	0	0	6	6
2025255899	2052893937	Behavior	4	4	7	15	0.9910069	0	0	9	9
2025255899	1971691194	Behavior	4	4	7	15	0.9910069	0	0	8	8
2025255899	2020243185	Behavior	3	6	11	17	0.9959187	0	0	7	7
2025255899	2060280062	Behavior	3	6	11	31	0.9999848	0	0	1	1
2025255899	2065026126	Behavior	3	6	11	15	0.9910069	0	0	10	10
2025255899	2041094000	Behavior	2	9	17	25	0.999832332	0	0	4	4
2025255899	1992322710	Behavior				29	0.999966145	0	0	2	2
2025255899	28660007	Content	5	1	1	0	0.844942153	0.9360455	0.6323677	8	
2025255899	2729676947	Content	5	1	1	0	0.869570553	0.9349033	0.7171275	1	
2025255899	2320527659	Content	5	1	1						
2025255899	2359488464	Content	4	4	7	0	0.850747645	0.9230774	0.6819783	5	
2025255899	2744486474	Content	4	4	7	0	0.840820551	0.9245895	0.6453597	9	
2025255899	1494552994	Content	3	6	11	0	0.8518644	0.92881453	0.672314167	4	
2025255899	749620525	Content	3	6	11						
2025255899	2099970709	Content	3	6	11	0	0.8406357	0.9296812	0.632863045	10	
2025255899	1995111260	Content				0	0.850133836	0.9223819	0.681555033	6	
2025255899	2754139889	Content				0	0.8537848	0.943683267	0.6440218	3	
2027765143	2618346040	Content	1	1	1	0	0.928473651	0.935657144	0.9117121	6	6
2027765143	2499409664	Content	1	1	1	0	0.928473651	0.935657144	0.9117121	8	8
2027765143	2330409058	Content	1	1	1	0	0.926678956	0.9363501	0.9041129	9	9
2027765143	2784116584	Content	1	1	1						
2027765143	2734585465	Content	1	1	1	0	0.928473651	0.935657144	0.9117121	2	2
2027765143	2003008154	Content	1	1	1	0	0.928473651	0.935657144	0.9117121	4	4
2027765143	2535664561	Content	1	1	1	0	0.928473651	0.935657144	0.9117121	5	5
2027765143	2324935702	Content	1	1	1	0	0.928473651	0.935657144	0.9117121	7	7
2027765143	2795529403	Content	1	1	1	0	0.928473651	0.935657144	0.9117121	3	3
2027765143	2536094565	Content	1	1	1	0	0.928840935	0.9499803	0.879515767	1	1
2029953460	1515749184	Behavior				32	0.9999898	0	0	1	1
2029953460	2004835256	Behavior				22	0.9994437	0	0	4	4
2029953460	2166585449	Behavior				20	0.9987637	0	0	7	7
2029953460	1982085124	Behavior				18	0.9972569	0	0	9	9
2029953460	1989172022	Behavior				22	0.9994437	0	0	2	2
2029953460	1999959880	Behavior				22	0.9994437	0	0	3	3
2029953460	2114682092	Behavior				18	0.9972569	0	0	10	10
2029953460	2078835847	Behavior				20	0.9987637	0	0	6	6
2029953460	2059772445	Behavior				20	0.9987637	0	0	5	5
2029953460	1826399803	Behavior				18	0.9972569	0	0	8	8
2029953460	2556277166	Content				0	0.691017747	0.8788753	0.252683431	9	
2029953460	166908359	Content				0	0.6916618	0.909860253	0.182532012	8	
2029953460	2111611114	Content				0	0.69295	0.8820794	0.2516481	7	
2029953460	2790084889	Content				0	0.698159754	0.9021484	0.222186267	6	
2029953460	1852135663	Content				0	0.713339031	0.8917942	0.296943635	2	
2029953460	2758288622	Content									
2029953460	2103288831	Content				0	0.745999336	0.92876333	0.319550067	1	
2029953460	2155329019	Content				0	0.711394846	0.9013346	0.268202215	4	
2029953460	2296625762	Content				0	0.712130249	0.886802	0.304562837	3	
2029953460	1805091694	Content				0	0.7005828	0.893266141	0.250988334	5	
2033165038	1968380849	Behavior				2	0.6157376	0	0	3	
2033165038	2127936386	Behavior				2	0.6157376	0	0	10	
2033165038	2099556653	Behavior				2	0.6157376	0	0	5	
2033165038	2149078842	Behavior				3	0.6550128	0	0	2	
2033165038	2100772444	Behavior				2	0.6157376	0	0	6	
2033165038	1997879853	Behavior				2	0.6157376	0	0	8	
2033165038	2099489485	Behavior				2	0.6157376	0	0	4	
2033165038	2108108597	Behavior				2	0.6157376	0	0	7	
2033165038	1979290264	Behavior				3	0.6550128	0	0	1	
2033165038	1521354552	Behavior				2	0.6157376	0	0	9	
2033165038	1560423161	Content				0	0.7429319	0.9307937	0.304587722	4	4
2033165038	2154386205	Content				0	0.7244296	0.9332804	0.237111032	9	9
2033165038	2063614314	Content				0	0.7461656	0.9365073	0.302034944	3	3
2033165038	1549859761	Content				0	0.724032342	0.9401248	0.219816685	10	10
2033165038	204502392	Content				0	0.730174363	0.926269531	0.272619069	7	7
2033165038	2771613321	Content				0	0.747284651	0.933553	0.3126585	2	2
2033165038	2789601524	Content				0	0.7253387	0.9384033	0.228187934	8	8
2033165038	1514349131	Content				0	0.7378889	0.94623816	0.251740634	6	6
2033165038	2103618075	Content				0	0.7512321	0.9382273	0.3149099	1	1
2033165038	1989331019	Content									
2036716313	2400216756	Behavior	5	1	1	11	0.958413661	0	0	1	1
2036716313	33764377	Behavior	4	2	4	9	0.9160092	0	0	4	4
2036716313	2085925880	Behavior	4	2	4	8	0.8842624	0	0	9	9
2036716313	1788765617	Behavior	4	2	4	10	0.9403985	0	0	3	3
2036716313	1482769911	Behavior	4	2	4	10	0.9403985	0	0	2	2
2036716313	2162720432	Behavior	3	6	11	8	0.8842624	0	0	8	8
2036716313	1488890761	Behavior	2	7	14	7	0.8449872	0	0	10	10
2036716313	1980694458	Behavior	2	7	14	8	0.8842624	0	0	6	6
2036716313	1559255981	Behavior	1	9	16	8	0.8842624	0	0	7	7
2036716313	2157010176	Behavior	1	9	16	9	0.9160092	0	0	5	5
2036716313	136211262	Content	5	1	1	0	0.782165945	0.9314719	0.433785439	2	
2036716313	2132266821	Content	5	1	1	0	0.750440359	0.9266573	0.339267433	9	
2036716313	1983142587	Content	4	3	4	0	0.7500393	0.9281977	0.33433637	10	
2036716313	2010475118	Content	4	3	4	0	0.7599016	0.941072464	0.3371695	4	
2036716313	2167164768	Content	4	3	4	0	0.7504772	0.9457466	0.294848621	8	
2036716313	2590701682	Content	3	6	11	0	0.759791553	0.9364101	0.347681552	5	
2036716313	613481155	Content	3	6	11	0	0.7873946	0.930246532	0.45407334	1	
2036716313	2610653382	Content	1	8	16	0	0.7563919	0.9293426	0.352840066	6	
2036716313	1573325239	Content	1	8	16	0	0.751676738	0.9258677	0.345231146	7	
2036716313	2310869849	Content	1	8	16	0	0.7728334	0.9417142	0.378778249	3	
2039413226	1484035511	Behavior	2	1	1	3	0.6550128	0	0	8	
2039413226	2474522459	Behavior	1	2	6	3	0.6550128	0	0	10	
2039413226	2095900167	Behavior	1	2	6	6	0.7993438	0	0	1	1
2039413226	1979201121	Behavior	1	2	6	5	0.75	0	0	5	
2039413226	2468651315	Behavior	1	2	6	6	0.7993438	0	0	3	3
2039413226	2023380813	Behavior	1	2	6	4	0.7006562	0	0	7	
2039413226	2133665775	Behavior	1	2	6	6	0.7993438	0	0	2	2
2039413226	2101788345	Behavior	1	2	6	5	0.75	0	0	4	
2039413226	2761497348	Behavior	1	2	6	4	0.7006562	0	0	6	
2039413226	2539916563	Behavior	1	2	6	3	0.6550128	0	0	9	
2039413226	1517353721	Content	2	1	1	0	0.760464549	0.9380024	0.346209556	5	8
2039413226	1971572611	Content	2	1	1	0	0.764186442	0.9410949	0.3514001	3	6
2039413226	200701253	Content	2	1	1	0	0.7783803	0.942845464	0.3946281	2	5
2039413226	2069036865	Content	2	1	1	0	0.756262243	0.9293106	0.352482617	6	9
2039413226	2566245382	Content	1	5	6	0	0.751642466	0.9389403	0.3146142	8	
2039413226	2515508279	Content	1	5	6	0	0.7605575	0.931278646	0.362208039	4	7
2039413226	2153725558	Content	1	5	6	0	0.785415	0.9421179	0.4197749	1	4
2039413226	2263406190	Content	1	5	6	0	0.751610637	0.924315631	0.348632216	9	
2039413226	2516058287	Content	1	5	6	0	0.754112	0.949120045	0.2990932	7	10
2039413226	1562511504	Content	1	5	6	0	0.751573741	0.9241354	0.348929852	10	
2041615782	2011352281	Behavior	5	1	1	6	0.7993438	0	0	7	7
2041615782	1990868352	Behavior	5	1	1	5	0.75	0	0	9	9
2041615782	2567987513	Behavior	5	1	1	5	0.75	0	0	10	10
2041615782	2159130720	Behavior	5	1	1	10	0.9403985	0	0	2	2
2041615782	2161970637	Behavior	5	1	1	9	0.9160092	0	0	4	4
2041615782	1995990042	Behavior	5	1	1	6	0.7993438	0	0	5	5
2041615782	2098518285	Behavior	5	1	1	5	0.75	0	0	8	8
2041615782	2151704763	Behavior	5	1	1	11	0.958413661	0	0	1	1
2041615782	1879145692	Behavior	5	1	1	10	0.9403985	0	0	3	3
2041615782	2005934974	Behavior	5	1	1	6	0.7993438	0	0	6	6
2041615782	2134365542	Content	4	1	11	0	0.695477843	0.8935614	0.233282834	1	
2041615782	31518489	Content	4	1	11	0	0.657382667	0.8945966	0.103883587	8	
2041615782	2009808709	Content	2	3	13	0	0.657026	0.88913554	0.115436979	10	
2041615782	2085902250	Content	2	3	13	0	0.6573495	0.8908323	0.112556353	9	
2041615782	2111190978	Content	1	5	15	0	0.6628002	0.912634	0.07985452	6	
2041615782	1517114161	Content	1	5	15	0	0.6706872	0.8961373	0.144637048	3	
2041615782	2100130122	Content	1	5	15	0	0.6663656	0.9024545	0.115491524	4	
2041615782	2010617683	Content	1	5	15	0	0.689838	0.902773857	0.192987636	2	
2041615782	2105869549	Content	1	5	15	0	0.661662936	0.9167201	0.066529505	7	
2041615782	2859247204	Content	1	5	15	0	0.663359344	0.8951285	0.122564651	5	
2044015456	2205436351	Behavior	2	1	7	46	0.99999994	0	0	3	3
2044015456	2097829252	Behavior	2	1	7	46	0.99999994	0	0	1	1
2044015456	2056722845	Behavior	2	1	7	46	0.99999994	0	0	5	5
2044015456	1897530790	Behavior	1	4	12	45	0.99999994	0	0	9	9
2044015456	2147504831	Behavior	1	4	12	46	0.99999994	0	0	4	4
2044015456	1661326830	Behavior	1	4	12	46	0.99999994	0	0	6	6
2044015456	2341014852	Behavior	1	4	12	46	0.99999994	0	0	7	7
2044015456	2114167330	Behavior	1	4	12	46	0.99999994	0	0	2	2
2044015456	1898051036	Behavior	1	4	12	45	0.99999994	0	0	10	10
2044015456	180630016	Behavior				45	0.99999994	0	0	8	8
2044015456	2007005748	Content	5	1	1	0	0.6738665	0.877825439	0.197962359	7	
2044015456	2071162673	Content	5	1	1	0	0.6754078	0.887083	0.181499034	6	
2044015456	1978014939	Content	4	3	3	0	0.675950766	0.8808749	0.197794586	5	
2044015456	2076536594	Content	4	3	3	0	0.6705423	0.881501	0.178305283	8	
